Vehicle Class,Engine Size(L),Cylinders,Transmission,Number of Gear,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
SUV,5.3,8,A,6,X,15.4,10.8,13.3,21,312
SUV,5.3,8,A,6,X,15.4,10.8,13.3,21,312
SUV,5.3,8,A,6,E,22.2,15.3,19.1,15,317
SUV,5.3,8,A,6,X,15.1,10.4,13.0,22,304
SUV,5.3,8,A,6,X,15.1,10.4,13.0,22,304
SUV,5.3,8,A,6,E,20.5,14.0,17.6,16,288
SUV,5.3,8,A,6,X,15.2,10.8,13.2,21,310
SUV,5.3,8,A,6,X,15.2,10.8,13.2,21,310
SUV,5.3,8,A,6,E,20.9,14.5,18.0,16,300
SUV,3.6,6,A,6,X,15.8,10.6,13.4,21,315
SUV,3.6,6,A,6,X,16.1,10.8,13.7,21,323
SUV,1.4,4,A,6,X,9.2,7.0,8.2,34,193
SUV,1.4,4,M,6,X,9.1,6.9,8.1,35,190
SUV,1.4,4,A,6,X,9.7,7.6,8.7,32,205
MID-SIZE,2.4,4,A,9,X,10.2,6.4,8.5,33,198
MID-SIZE,2.4,4,A,9,E,13.6,8.5,11.3,25,186
MID-SIZE,3.6,6,A,9,X,12.4,7.5,10.2,28,239
MID-SIZE,3.6,6,A,9,E,16.5,10.1,13.6,21,225
MID-SIZE,3.6,6,A,9,X,12.8,8.1,10.7,26,250
MID-SIZE,3.6,6,A,9,E,16.9,10.8,14.1,20,232
FULL-SIZE,3.6,6,A,8,X,12.4,7.7,10.3,27,240
FULL-SIZE,3.6,6,A,8,X,12.4,7.7,10.3,27,240
FULL-SIZE,3.6,6,A,8,E,16.8,10.3,13.9,20,229
FULL-SIZE,5.7,8,A,8,X,14.8,9.3,12.3,23,289
FULL-SIZE,3.6,6,A,8,X,12.8,8.6,10.9,26,257
FULL-SIZE,3.6,6,A,8,X,12.8,8.6,10.9,26,257
FULL-SIZE,3.6,6,A,8,E,17.3,11.7,14.8,19,243
,3.6,6,A,6,X,14.1,9.5,12.0,24,282
,3.6,6,A,6,E,19.7,13.3,16.8,17,279
MID-SIZE,3.6,6,A,8,X,12.4,7.8,10.3,27,242
MID-SIZE,5.7,8,M,6,X,15.6,10.0,13.1,22,307
MID-SIZE,6.4,8,M,6,Z,16.8,10.4,13.9,20,326
MID-SIZE,5.7,8,A,8,X,14.8,9.3,12.3,23,289
MID-SIZE,6.4,8,A,8,Z,15.7,9.5,12.9,22,302
MID-SIZE,6.4,8,M,6,Z,16.8,10.4,13.9,20,326
MID-SIZE,6.4,8,A,8,Z,15.7,9.5,12.9,22,302
MID-SIZE,6.2,8,A,8,Z,17.6,10.7,14.5,19,339
MID-SIZE,6.2,8,M,6,Z,18.1,11.4,15.1,19,353
FULL-SIZE,3.6,6,A,5,X,13.7,8.9,11.5,25,271
FULL-SIZE,3.6,6,A,8,X,12.4,7.7,10.3,27,240
FULL-SIZE,3.6,6,A,5,X,13.7,8.9,11.5,25,271
FULL-SIZE,3.6,6,A,5,E,18.7,12.4,15.9,18,264
FULL-SIZE,3.6,6,A,8,X,12.4,7.7,10.3,27,240
FULL-SIZE,3.6,6,A,8,E,16.8,10.3,13.9,20,229
FULL-SIZE,5.7,8,A,5,X,15.7,9.6,12.9,22,302
FULL-SIZE,5.7,8,A,8,X,14.8,9.3,12.3,23,289
FULL-SIZE,6.4,8,A,8,Z,15.7,9.5,12.9,22,302
FULL-SIZE,3.6,6,A,8,X,12.8,8.6,10.9,26,257
FULL-SIZE,3.6,6,A,8,X,12.8,8.6,10.9,26,257
FULL-SIZE,3.6,6,A,8,E,17.3,11.7,14.8,19,243
FULL-SIZE,5.7,8,A,5,X,16.1,10.0,13.4,21,313
FULL-SIZE,6.4,8,A,8,Z,15.7,9.5,12.9,22,302
FULL-SIZE,6.2,8,A,8,Z,17.6,10.7,14.5,19,339
MID-SIZE,2.0,4,M,6,X,9.4,6.5,8.1,35,189
MID-SIZE,2.4,4,A,6,X,10.1,6.8,8.6,33,202
MID-SIZE,2.4,4,M,6,X,10.5,6.7,8.8,32,205
MID-SIZE,2.0,4,A,6,X,9.9,7.0,8.6,33,201
MID-SIZE,2.0,4,A,6,E,13.3,9.3,11.5,25,187
MID-SIZE,2.4,4,A,6,X,10.6,7.5,9.2,31,215
MID-SIZE,2.4,4,M,6,X,10.2,7.0,8.8,32,207
MID-SIZE,1.4,4,A,6,X,8.4,5.9,7.3,39,171
MID-SIZE,1.4,4,M,6,X,8.5,5.8,7.3,39,171
SUV,3.6,6,A,8,X,12.8,9.5,11.3,25,265
SUV,5.7,8,A,8,X,16.7,10.7,14.0,20,329
,3.6,6,A,6,X,13.7,9.4,11.8,24,276
,3.6,6,A,6,E,19.2,13.1,16.4,17,269
SUV,2.4,4,A,4,X,12.7,9.1,11.1,25,260
SUV,3.6,6,A,6,X,14.2,9.4,12.1,23,283
SUV,3.6,6,A,6,E,18.9,12.9,16.2,17,270
SUV,3.6,6,A,6,X,14.5,9.9,12.4,23,292
TWO-SEATER,8.4,10,M,6,Z,19.2,11.3,15.6,18,364
COMPACT,1.4,4,A,6,X,8.7,6.9,7.9,36,183
COMPACT,1.4,4,M,5,X,7.9,6.3,7.2,39,168
COMPACT,1.4,4,A,6,X,8.7,6.9,7.9,36,183
COMPACT,1.4,4,M,5,X,7.6,5.9,6.8,42,160
COMPACT,1.4,4,A,6,X,9.6,7.3,8.6,33,200
COMPACT,1.4,4,M,5,X,8.5,6.9,7.8,36,183
COMPACT,1.4,4,A,6,X,9.6,7.3,8.6,33,200
COMPACT,1.4,4,M,5,X,8.5,6.9,7.8,36,183
COMPACT,1.4,4,A,6,X,9.6,7.3,8.6,33,200
COMPACT,1.4,4,M,5,X,8.5,6.9,7.8,36,183
,1.4,4,A,6,X,10.6,7.8,9.4,30,218
,1.4,4,A,6,X,9.9,7.2,8.7,32,203
,1.4,4,M,6,X,9.3,7.1,8.3,34,194
SUV,1.4,4,M,6,X,9.5,6.9,8.3,34,194
SUV,2.4,4,A,9,X,10.6,7.6,9.3,30,217
SUV,2.4,4,A,9,X,11.0,7.9,9.6,29,224
FULL-SIZE,2.0,4,A,,X,5.6,6.4,6.0,47,140
SUV,2.0,4,A,6,X,11.5,7.8,9.8,29,231
SUV,2.0,4,A,6,X,11.3,7.9,9.8,29,228
SUV,3.5,6,A,6,X,13.4,9.0,11.4,25,268
SUV,2.0,4,A,6,X,11.8,8.4,10.3,27,240
SUV,2.7,6,A,6,X,13.6,9.8,11.9,24,278
SUV,3.5,6,A,6,X,13.7,9.6,11.8,24,278
SUV,1.6,4,A,6,X,10.1,7.4,8.9,32,208
SUV,2.0,4,A,6,X,10.9,7.9,9.6,29,224
SUV,2.5,4,A,6,X,10.9,7.6,9.4,30,220
SUV,1.6,4,A,6,X,10.5,7.9,9.4,30,220
SUV,2.0,4,A,6,X,11.4,8.4,10.0,28,236
SUV,3.5,6,A,6,X,16.2,11.9,14.3,20,334
SUV,3.5,6,A,6,X,16.4,12.1,14.4,20,338
SUV,2.3,4,A,6,X,12.6,8.5,10.8,26,253
SUV,3.5,6,A,6,X,13.9,9.6,12.0,24,280
SUV,3.5,6,A,6,E,18.7,12.9,16.1,18,264
SUV,2.3,4,A,6,X,13.1,9.1,11.3,25,265
SUV,3.5,6,A,6,X,14.9,10.7,13.0,22,305
SUV,3.5,6,A,6,X,14.4,10.4,12.6,22,295
SUV,3.5,6,A,6,E,19.7,14.1,17.2,16,282
PICKUP TRUCK,2.7,6,A,6,X,12.3,9.2,10.9,26,256
PICKUP TRUCK,3.5,6,A,6,X,13.5,9.8,11.9,24,278
PICKUP TRUCK,2.7,6,A,6,X,13.1,9.8,11.2,25,263
PICKUP TRUCK,3.5,6,A,6,X,14.7,10.7,12.9,22,303
PICKUP TRUCK,3.5,6,A,6,X,13.2,9.6,11.6,24,272
PICKUP TRUCK,3.5,6,A,6,E,17.9,13.0,15.7,18,261
PICKUP TRUCK,5.0,8,A,6,X,15.3,10.6,13.2,21,309
PICKUP TRUCK,5.0,8,A,6,E,20.6,14.3,17.8,16,292
PICKUP TRUCK,5.0,8,A,6,X,16.8,11.8,14.5,19,341
PICKUP TRUCK,5.0,8,A,6,E,20.6,14.3,17.8,16,293
PICKUP TRUCK,2.7,6,A,6,X,13.1,10.1,11.7,24,275
PICKUP TRUCK,3.5,6,A,6,X,14.7,10.7,12.9,22,303
PICKUP TRUCK,2.7,6,A,6,X,13.3,10.7,12.3,23,288
PICKUP TRUCK,3.5,6,A,6,X,15.6,11.7,13.8,20,324
PICKUP TRUCK,3.5,6,A,6,X,14.0,10.6,12.5,23,292
PICKUP TRUCK,3.5,6,A,6,E,19.1,14.3,16.9,17,278
PICKUP TRUCK,5.0,8,A,6,X,16.0,11.3,13.8,20,324
PICKUP TRUCK,5.0,8,A,6,E,21.6,15.1,18.7,15,306
PICKUP TRUCK,5.0,8,A,6,X,16.8,12.4,14.8,19,347
PICKUP TRUCK,5.0,8,A,6,E,21.8,15.3,18.8,15,310
COMPACT,1.6,4,A,6,X,8.7,6.4,7.6,37,180
COMPACT,1.6,4,M,5,X,8.5,6.5,7.6,37,179
COMPACT,1.0,3,M,5,X,7.5,5.5,6.6,43,153
COMPACT,1.6,4,M,6,X,9.0,7.1,8.1,35,191
SUV,3.5,6,A,6,X,14.7,10.2,12.7,22,298
SUV,3.5,6,A,6,X,14.7,10.7,12.9,22,303
SUV,3.5,6,A,6,X,15.7,11.2,13.7,21,322
COMPACT,1.0,3,A,6,X,8.5,5.9,7.3,39,171
COMPACT,1.0,3,M,6,X,7.8,5.7,6.8,42,160
COMPACT,2.0,4,A,6,X,8.9,6.0,7.6,37,178
COMPACT,2.0,4,A,6,E,11.9,8.3,10.3,27,170
COMPACT,2.0,4,A,6,X,9.0,6.2,7.8,36,183
COMPACT,2.0,4,A,6,E,12.1,8.6,10.5,27,175
COMPACT,2.0,4,M,5,X,9.2,6.6,8.0,35,188
COMPACT,2.0,4,M,5,E,12.3,8.9,10.8,26,179
MID-SIZE,2.3,4,M,6,Z,12.1,9.3,10.9,26,255
MID-SIZE,2.0,4,M,6,X,10.5,7.7,9.2,31,217
MID-SIZE,1.5,4,A,6,X,9.9,6.5,8.4,34,197
MID-SIZE,1.5,4,A,6,X,9.4,6.3,8.0,35,188
MID-SIZE,2.0,4,A,6,X,10.5,7.0,8.9,32,210
MID-SIZE,2.5,4,A,6,X,10.5,6.9,8.9,32,209
MID-SIZE,2.0,4,A,6,X,10.8,7.5,9.3,30,220
MID-SIZE,2.0,4,A,,X,5.4,5.7,5.5,51,130
COMPACT,2.3,4,A,6,X,11.0,7.4,9.4,30,219
COMPACT,2.3,4,M,6,X,10.6,7.6,9.2,31,217
COMPACT,3.7,6,A,6,X,12.6,8.5,10.7,26,253
COMPACT,3.7,6,M,6,X,13.6,8.4,11.2,25,264
COMPACT,5.0,8,A,6,X,14.9,9.5,12.4,23,292
COMPACT,5.0,8,M,6,X,15.5,9.4,12.7,22,298
COMPACT,2.3,4,A,6,X,11.6,8.0,10.0,28,234
COMPACT,5.0,8,A,6,X,15.4,10.0,13.0,22,304
COMPACT,5.2,8,M,6,Z,16.9,11.0,14.2,20,334
,3.5,6,A,6,X,16.1,12.7,14.6,19,342
,3.7,6,A,6,X,16.8,13.2,15.2,19,356
,3.7,6,A,6,E,23.1,18.6,21.0,13,345
FULL-SIZE,2.0,4,A,6,X,11.8,8.1,10.1,28,237
FULL-SIZE,3.5,6,A,6,X,13.1,8.7,11.1,25,260
FULL-SIZE,3.5,6,A,6,E,17.6,11.6,14.9,19,248
FULL-SIZE,3.5,6,A,6,X,14.7,9.8,12.5,23,293
FULL-SIZE,3.5,6,A,6,X,13.6,9.8,12.4,23,291
FULL-SIZE,3.5,6,A,6,E,18.7,13.3,16.3,17,271
,1.6,4,A,6,X,10.8,8.0,9.5,30,223
,2.5,4,A,6,X,11.9,8.6,10.4,27,243
,2.5,4,A,6,X,11.9,8.6,10.4,27,243
,2.5,4,A,6,E,16.1,11.8,14.2,20,233
,2.5,4,A,6,X,12.4,8.7,10.7,26,252
,2.5,4,A,6,X,12.4,8.7,10.7,26,252
,2.5,4,A,6,E,16.8,12.0,14.6,19,240
,2.5,4,A,6,X,12.4,8.7,10.7,26,252
,2.5,4,A,6,X,12.4,8.7,10.7,26,252
,2.5,4,A,6,E,16.8,12.0,14.6,19,240
SUV,3.6,6,A,6,X,15.8,10.6,13.4,21,315
SUV,3.6,6,A,6,X,16.1,10.8,13.7,21,323
PICKUP TRUCK,2.5,4,A,6,X,11.9,8.9,10.5,27,247
PICKUP TRUCK,2.5,4,M,6,X,12.2,9.1,10.8,26,253
PICKUP TRUCK,2.8,4,A,6,D,10.8,7.7,9.4,30,252
PICKUP TRUCK,3.6,6,A,6,X,13.0,9.2,11.3,25,265
PICKUP TRUCK,2.5,4,A,6,X,12.7,9.6,11.3,25,265
PICKUP TRUCK,2.8,4,A,6,D,12.0,8.2,10.3,27,277
PICKUP TRUCK,3.6,6,A,6,X,13.6,9.9,11.9,24,279
,6.0,8,A,6,X,22.0,14.9,18.8,15,441
,6.0,8,A,6,X,23.0,16.0,19.8,14,465
PICKUP TRUCK,5.3,8,A,6,X,14.6,10.4,12.7,22,298
PICKUP TRUCK,6.2,8,A,8,Z,16.1,11.4,14.0,20,327
PICKUP TRUCK,4.3,6,A,6,X,13.5,10.0,11.9,24,280
PICKUP TRUCK,4.3,6,A,6,E,19.3,14.4,17.1,17,284
PICKUP TRUCK,5.3,8,A,6,X,14.6,10.4,12.7,22,298
PICKUP TRUCK,5.3,8,A,6,E,19.9,14.0,17.2,16,286
PICKUP TRUCK,5.3,8,A,6,X,15.0,10.7,13.1,22,307
PICKUP TRUCK,6.2,8,A,8,Z,16.3,11.6,14.2,20,332
PICKUP TRUCK,4.3,6,A,6,X,14.2,10.7,12.6,22,296
PICKUP TRUCK,4.3,6,A,6,E,20.3,15.3,18.1,16,301
PICKUP TRUCK,5.3,8,A,6,X,15.0,10.7,13.1,22,306
PICKUP TRUCK,5.3,8,A,6,E,20.5,14.4,17.8,16,295
PICKUP TRUCK,5.3,8,A,8,X,14.4,11.2,13.0,22,304
SUV,2.4,4,A,6,X,10.5,7.3,9.1,31,214
SUV,3.6,6,A,6,X,14.2,9.5,12.1,23,285
SUV,2.4,4,A,6,X,10.5,7.3,9.1,31,214
SUV,2.4,4,A,6,E,15.6,10.8,13.4,21,221
SUV,2.4,4,A,6,X,11.5,8.2,10.0,28,235
SUV,3.6,6,A,6,X,14.9,10.1,12.8,22,300
SUV,5.3,8,A,6,X,15.1,10.4,13.0,22,304
SUV,5.3,8,A,6,X,15.1,10.4,13.0,22,304
SUV,5.3,8,A,6,E,20.5,14.0,17.6,16,288
SUV,5.3,8,A,6,X,15.2,10.8,13.2,21,310
SUV,6.2,8,A,8,Z,15.9,11.1,13.8,20,323
SUV,5.3,8,A,6,X,15.2,10.8,13.2,21,310
SUV,5.3,8,A,6,E,20.9,14.5,18.0,16,300
SUV,5.3,8,A,6,X,15.1,10.4,13.0,22,304
SUV,5.3,8,A,6,X,15.1,10.4,13.0,22,304
SUV,5.3,8,A,6,E,20.5,14.0,17.6,16,288
SUV,5.3,8,A,6,X,15.4,10.8,13.3,21,312
SUV,6.2,8,A,8,Z,16.4,11.7,14.3,20,334
SUV,5.3,8,A,6,X,15.4,10.8,13.3,21,312
SUV,5.3,8,A,6,E,22.2,15.3,19.1,15,317
MID-SIZE,2.4,4,M,6,X,10.3,7.2,8.9,32,207
MID-SIZE,3.5,6,A,6,X,11.4,7.3,9.5,30,223
MID-SIZE,3.5,6,M,6,X,12.9,8.3,10.9,26,253
MID-SIZE,2.4,4,A,,X,8.6,6.4,7.6,37,177
MID-SIZE,3.5,6,A,6,X,11.3,7.0,9.4,30,219
MID-SIZE,2.4,4,A,7,X,9.1,6.8,8.0,35,187
COMPACT,1.5,4,A,,X,7.5,5.6,6.7,42,155
COMPACT,2.0,4,A,,X,7.8,5.8,6.9,41,162
COMPACT,2.0,4,M,6,X,8.9,6.1,7.7,37,179
MID-SIZE,1.5,4,A,,X,7.6,5.5,6.7,42,157
MID-SIZE,2.0,4,A,,X,7.8,5.8,6.9,41,162
MID-SIZE,2.0,4,M,6,X,8.8,5.9,7.5,38,176
SUV,2.4,4,A,,X,8.8,6.9,7.9,36,186
SUV,2.4,4,A,,X,9.5,7.5,8.6,33,202
TWO-SEATER,1.5,4,A,7,X,7.0,6.4,6.8,42,157
TWO-SEATER,1.5,4,M,6,X,7.9,6.5,7.3,39,169
,1.5,4,A,,X,7.0,5.7,6.4,44,150
,1.5,4,A,7,X,7.3,6.1,6.8,42,158
,1.5,4,M,6,X,8.1,6.4,7.3,39,171
SUV,1.8,4,A,,X,8.3,6.7,7.6,37,177
SUV,1.8,4,A,7,X,8.3,6.7,7.6,37,177
SUV,1.8,4,M,6,X,9.3,7.0,8.3,34,193
SUV,1.8,4,A,,X,8.8,7.2,8.1,35,190
SUV,1.8,4,A,7,X,8.8,7.2,8.1,35,190
,3.5,6,A,6,X,12.3,8.5,10.6,27,250
SUV,3.5,6,A,6,X,12.4,8.8,10.8,26,253
SUV,3.5,6,A,6,X,13.0,9.3,11.3,25,265
SUV,3.5,6,A,9,X,12.4,9.3,11.0,26,257
COMPACT,1.6,4,A,6,X,8.9,6.3,7.7,37,179
COMPACT,1.6,4,M,6,X,8.7,6.3,7.6,37,176
MID-SIZE,1.8,4,A,6,X,8.5,6.3,7.5,38,176
MID-SIZE,1.8,4,M,6,X,8.8,6.4,7.7,37,180
MID-SIZE,2.0,4,A,6,X,9.7,6.7,8.3,34,194
MID-SIZE,2.0,4,M,6,X,9.8,7.0,8.5,33,198
MID-SIZE,2.0,4,A,6,X,9.8,7.2,8.6,33,203
MID-SIZE,2.0,4,M,6,X,9.8,7.1,8.6,33,202
FULL-SIZE,5.0,8,A,8,Z,15.8,10.2,13.3,21,312
FULL-SIZE,3.8,6,A,8,X,14.4,9.4,12.1,23,285
FULL-SIZE,5.0,8,A,8,Z,17.3,10.5,14.2,20,332
COMPACT,3.8,6,A,8,Z,14.4,9.5,12.2,23,284
COMPACT,3.8,6,M,6,Z,14.1,9.6,12.1,23,283
SUV,3.3,6,A,6,X,12.9,9.4,11.3,25,265
SUV,3.3,6,A,6,X,13.0,9.7,11.5,25,269
SUV,2.4,4,A,6,X,11.7,8.7,10.3,27,239
SUV,2.0,4,A,6,X,12.9,9.7,11.5,25,266
SUV,2.4,4,A,6,X,12.5,9.3,11.1,25,257
SUV,3.3,6,A,6,X,13.9,10.8,12.5,23,295
FULL-SIZE,2.0,4,A,6,X,10.4,7.4,9.1,31,214
FULL-SIZE,2.4,4,A,6,X,9.4,6.5,8.1,35,191
FULL-SIZE,2.4,4,A,6,X,10.0,7.0,8.6,33,204
MID-SIZE,2.0,4,A,6,X,5.9,5.3,5.6,50,133
MID-SIZE,2.0,4,A,6,X,6.0,5.5,5.8,49,136
SUV,2.0,4,A,6,X,10.1,7.6,9.0,31,211
SUV,1.6,4,A,7,X,9.9,8.4,9.2,31,219
SUV,2.0,4,A,6,X,11.0,9.0,10.1,28,240
COMPACT,1.6,4,A,6,X,8.3,6.5,7.5,38,177
COMPACT,1.6,4,M,6,X,8.8,6.7,7.8,36,186
COMPACT,1.6,4,A,6,X,8.9,7.1,8.1,35,191
COMPACT,1.6,4,M,6,X,9.4,7.0,8.3,34,197
MID-SIZE,2.0,4,A,7,Z,10.2,7.7,9.1,31,214
MID-SIZE,3.0,6,A,7,Z,12.1,8.1,10.3,27,242
MID-SIZE,2.0,4,A,7,Z,10.6,8.4,9.6,29,226
MID-SIZE,3.0,6,A,7,Z,12.3,8.5,10.6,27,249
MID-SIZE,3.0,6,A,7,Z,12.9,9.0,11.1,25,262
MID-SIZE,3.0,6,A,7,Z,11.8,8.8,10.5,27,247
MID-SIZE,3.0,6,A,7,Z,12.3,9.1,10.8,26,256
COMPACT,3.5,6,A,7,Z,8.4,6.9,7.7,37,181
COMPACT,3.5,6,A,7,Z,8.7,7.6,8.2,34,193
MID-SIZE,3.7,6,A,7,Z,13.2,9.7,11.6,24,274
MID-SIZE,5.6,8,A,7,Z,14.9,10.2,12.8,22,300
MID-SIZE,3.5,6,A,7,Z,8.0,6.9,7.5,38,177
,3.7,6,A,7,Z,13.7,9.7,11.9,24,279
SUV,3.5,6,A,7,Z,11.8,8.5,10.3,27,242
SUV,3.5,6,A,7,Z,12.2,8.9,10.7,26,252
SUV,2.5,4,A,7,X,8.9,8.4,8.7,32,204
SUV,3.7,6,A,7,Z,14.5,10.7,12.8,22,301
SUV,5.6,8,A,7,Z,17.4,12.2,15.1,19,354
TWO-SEATER,3.0,6,A,8,Z,12.1,8.5,10.5,27,246
TWO-SEATER,3.0,6,M,6,Z,14.9,9.8,12.6,22,296
TWO-SEATER,3.0,6,A,8,Z,12.1,8.5,10.5,27,246
TWO-SEATER,3.0,6,M,6,Z,14.9,9.8,12.6,22,296
TWO-SEATER,5.0,8,A,8,Z,15.0,10.2,12.8,22,302
TWO-SEATER,5.0,8,A,8,Z,15.7,10.4,13.3,21,311
TWO-SEATER,5.0,8,A,6,Z,15.7,10.4,13.3,21,311
TWO-SEATER,3.0,6,A,8,Z,12.5,8.7,10.8,26,254
TWO-SEATER,3.0,6,M,6,Z,15.3,9.9,12.9,22,302
TWO-SEATER,3.0,6,A,8,Z,13.0,9.1,11.3,25,264
TWO-SEATER,3.0,6,A,8,Z,12.5,8.7,10.8,26,254
TWO-SEATER,3.0,6,M,6,Z,15.3,9.9,12.9,22,302
TWO-SEATER,3.0,6,A,8,Z,13.0,9.1,11.3,25,264
MID-SIZE,3.0,6,A,8,Z,11.9,8.3,10.3,27,241
FULL-SIZE,3.0,6,A,8,Z,14.0,8.9,11.7,24,275
FULL-SIZE,3.0,6,A,8,Z,14.1,9.3,11.9,24,279
FULL-SIZE,5.0,8,A,8,Z,15.8,10.2,13.3,21,313
FULL-SIZE,5.0,8,A,8,Z,15.8,10.2,13.3,21,313
SUV,2.4,4,A,9,X,10.9,7.7,9.5,30,223
SUV,2.4,4,A,9,X,10.9,7.7,9.5,30,223
SUV,2.4,4,A,9,E,15.2,10.2,12.9,22,213
SUV,3.2,6,A,9,X,11.4,8.1,9.9,29,233
SUV,2.4,4,A,9,X,11.3,8.3,10.0,28,233
SUV,2.4,4,A,9,X,11.3,8.3,10.0,28,233
SUV,2.4,4,A,9,E,15.9,11.0,13.7,21,226
SUV,3.2,6,A,9,X,11.6,8.5,10.2,28,240
SUV,2.4,4,A,9,X,11.4,8.6,10.1,28,238
SUV,3.2,6,A,9,X,12.5,8.9,10.9,26,256
SUV,2.4,4,A,9,X,12.1,9.4,10.9,26,255
SUV,3.2,6,A,9,X,12.2,9.0,10.8,26,253
SUV,2.0,4,A,,X,10.8,8.9,10.0,28,234
SUV,2.0,4,M,5,X,10.3,7.8,9.2,31,214
SUV,2.4,4,A,6,X,11.2,8.6,10.0,28,235
SUV,2.4,4,M,5,X,10.2,8.2,9.3,30,218
SUV,2.4,4,A,6,X,11.7,9.1,10.5,27,248
SUV,2.4,4,M,5,X,10.6,8.6,9.7,29,228
SUV,2.4,4,A,,X,11.7,10.3,11.1,25,259
SUV,3.6,6,A,8,X,12.8,9.5,11.3,25,265
SUV,5.7,8,A,8,X,16.7,10.7,14.0,20,329
SUV,3.0,6,A,8,D,11.2,8.4,9.9,29,267
SUV,6.4,8,A,8,Z,18.5,12.6,15.8,18,370
SUV,2.0,4,A,,X,10.8,8.9,10.0,28,234
SUV,2.0,4,M,5,X,10.3,7.8,9.2,31,214
SUV,2.4,4,A,6,X,11.2,8.6,10.0,28,235
SUV,2.4,4,M,5,X,10.2,8.2,9.3,30,218
SUV,2.4,4,A,6,X,11.7,9.1,10.5,27,248
SUV,2.4,4,M,5,X,10.6,8.6,9.7,29,228
SUV,2.4,4,A,,X,11.7,10.3,11.1,25,259
SUV,1.4,4,M,6,X,9.9,7.5,8.8,32,207
SUV,2.4,4,A,9,X,10.8,7.7,9.4,30,220
SUV,2.4,4,A,9,E,14.2,9.9,12.2,23,201
SUV,1.4,4,M,6,X,9.9,7.5,8.8,32,203
SUV,2.4,4,A,9,X,11.2,8.0,9.8,29,229
SUV,3.6,6,A,5,X,14.1,11.1,12.8,22,299
SUV,3.6,6,M,6,X,14.2,11.0,12.8,22,299
SUV,3.6,6,A,5,X,14.8,11.7,13.4,21,314
SUV,3.6,6,M,6,X,15.0,11.4,13.4,21,312
FULL-SIZE,3.3,6,A,6,X,12.7,8.4,10.7,26,251
MID-SIZE,1.8,4,A,6,X,8.9,6.1,7.6,37,179
MID-SIZE,1.8,4,M,6,X,9.3,6.3,7.9,36,186
MID-SIZE,2.0,4,A,6,X,9.7,6.7,8.3,34,196
MID-SIZE,2.0,4,M,6,X,9.8,6.9,8.5,33,198
FULL-SIZE,1.6,4,A,6,X,11.1,8.0,9.7,29,228
FULL-SIZE,1.6,4,M,6,X,11.1,8.2,9.8,29,227
FULL-SIZE,2.0,4,A,6,X,9.5,7.2,8.5,33,199
FULL-SIZE,2.0,4,M,6,X,9.7,6.9,8.4,34,197
COMPACT,1.6,4,A,6,X,10.6,7.8,9.4,30,218
COMPACT,1.6,4,M,6,X,10.8,8.1,9.6,29,222
COMPACT,2.0,4,A,6,X,9.7,7.1,8.6,33,200
COMPACT,2.0,4,M,6,X,10.0,7.4,8.8,32,206
FULL-SIZE,3.8,6,A,8,X,13.9,9.2,11.8,24,278
FULL-SIZE,5.0,8,A,8,X,15.6,10.6,13.4,21,318
FULL-SIZE,1.6,4,A,7,X,8.4,6.1,7.4,38,175
FULL-SIZE,2.0,4,A,6,X,10.9,7.4,9.3,30,222
FULL-SIZE,2.4,4,A,6,X,9.4,6.5,8.1,35,193
MID-SIZE,2.4,4,A,6,X,6.6,5.9,6.3,45,147
MID-SIZE,2.4,4,A,6,X,6.7,6.1,6.4,44,150
COMPACT,1.6,4,A,6,X,8.7,6.3,7.7,37,178
COMPACT,1.6,4,M,6,X,8.8,6.4,7.7,37,179
COMPACT,1.6,4,A,6,X,8.5,6.3,7.6,37,175
MID-SIZE,2.0,4,A,6,X,10.1,7.6,9.0,31,214
MID-SIZE,2.0,4,M,6,X,10.4,7.8,9.3,30,220
,3.3,6,A,6,X,13.2,9.7,11.6,24,275
,3.3,6,A,6,X,12.9,9.5,11.4,25,269
,3.3,6,A,6,X,14.2,10.5,12.5,23,296
SUV,2.0,4,A,6,X,11.7,8.6,10.3,27,245
SUV,2.4,4,A,6,X,11.1,8.2,9.8,29,233
SUV,2.0,4,A,6,X,12.3,9.3,10.9,26,259
SUV,2.4,4,A,6,X,11.4,9.2,10.4,27,245
SUV,3.3,6,A,6,X,13.4,9.4,11.6,24,275
,1.6,4,A,6,X,9.8,7.8,8.9,32,206
,1.6,4,M,6,X,9.9,7.8,9.0,31,208
,2.0,4,A,6,X,9.8,7.5,8.8,32,208
,2.0,4,A,6,X,9.7,7.7,8.8,32,208
SUV,2.4,4,A,6,X,11.4,8.3,10.0,28,231
SUV,2.4,4,M,6,X,12.9,9.2,11.3,25,261
SUV,2.0,4,A,6,X,12.6,9.7,11.3,25,261
SUV,2.4,4,A,6,X,12.0,9.3,10.8,26,251
TWO-SEATER,6.5,12,A,7,Z,22.2,12.7,17.9,16,420
TWO-SEATER,6.5,12,A,7,Z,23.6,14.1,19.3,15,452
TWO-SEATER,5.2,10,A,7,Z,16.4,11.4,14.2,20,331
TWO-SEATER,5.2,10,A,7,Z,16.9,11.8,14.6,19,340
SUV,2.0,4,A,9,Z,11.9,9.0,10.6,27,248
SUV,3.0,6,A,8,Z,16.2,12.1,14.3,20,336
